,Close,Volume,CPI,USTS,DI,PP,IR,OP,CLF,EPU,GDP,UNEMP
2020-02-21,76.4267807006836,129554000.0,259.248,1.46,117.051,123929000.0,1.58,58.6,104545.0,106.59,62333.0,3.5
2020-02-22,76.4267807006836,129554000.0,259.248,1.46,117.051,123929000.0,1.58,58.6,104545.0,106.59,62333.0,3.5
2020-02-23,76.4267807006836,129554000.0,259.248,1.46,117.051,123929000.0,1.58,58.6,104545.0,106.59,62333.0,3.5
2020-02-24,72.7964935302734,222195200.0,259.248,1.38,117.4056,123839000.0,1.58,56.71,104545.0,88.73,62333.0,3.5
2020-02-25,70.3307189941406,230673600.0,259.248,1.33,117.2462,123839000.0,1.58,55.29,104545.0,147.84,62333.0,3.5
2020-02-26,71.446403503418,198054800.0,259.248,1.33,117.4089,123839000.0,1.58,54.96,104545.0,97.49,62333.0,3.5
2020-02-27,66.7761001586914,320605600.0,259.248,1.3,117.3717,123839000.0,1.58,52.19,104545.0,106.55,62333.0,3.5
2020-02-28,66.7370223999023,426510000.0,259.248,1.13,117.6593,123839000.0,1.58,51.31,104545.0,172.45,62333.0,3.5
2020-02-29,66.7370223999023,426510000.0,259.248,1.13,117.6593,123839000.0,1.58,51.31,104545.0,172.45,62333.0,3.5
2020-03-01,66.7370223999023,426510000.0,259.248,1.13,117.6593,123839000.0,1.58,51.31,104545.0,172.45,62333.0,3.5
2020-03-02,72.9503021240234,341397200.0,258.124,1.1,116.8165,123930000.0,1.59,52.52,103925.0,153.53,62333.0,4.4
2020-03-03,70.6334609985352,319475600.0,258.124,1.02,116.4976,123930000.0,1.59,52.24,103925.0,132.55,62333.0,4.4
2020-03-04,73.9097595214844,219178400.0,258.124,1.02,116.7812,123930000.0,1.09,51.86,103925.0,197.2,62333.0,4.4
2020-03-05,71.512336730957,187572800.0,258.124,0.92,116.7919,123930000.0,1.09,51.29,103925.0,118.02,62333.0,4.4
2020-03-06,70.5626373291016,226176800.0,258.124,0.74,116.7125,123930000.0,1.09,45.6,103925.0,132.5,62333.0,4.4
2020-03-07,70.5626373291016,226176800.0,258.124,0.74,116.7125,123930000.0,1.09,45.6,103925.0,132.5,62333.0,4.4
2020-03-08,70.5626373291016,226176800.0,258.124,0.74,116.7125,123930000.0,1.09,45.6,103925.0,132.5,62333.0,4.4
2020-03-09,64.981689453125,286744800.0,258.124,0.54,117.19,123956000.0,1.09,35.33,103925.0,276.24,62333.0,4.4
2020-03-10,69.6617813110352,285290000.0,258.124,0.76,117.9045,123956000.0,1.09,35.57,103925.0,296.12,62333.0,4.4
2020-03-11,67.2424011230469,255598800.0,258.124,0.82,118.2531,123956000.0,1.09,34.45,103925.0,234.73,62333.0,4.4
2020-03-12,60.6018905639648,418474000.0,258.124,0.88,120.4905,123956000.0,1.1,31.02,103925.0,187.08,62333.0,4.4
2020-03-13,67.8624725341797,370732000.0,258.124,0.94,120.4402,123956000.0,1.1,32.25,103925.0,330.85,62333.0,4.4
2020-03-14,67.8624725341797,370732000.0,258.124,0.94,120.4402,123956000.0,1.1,32.25,103925.0,330.85,62333.0,4.4
2020-03-15,67.8624725341797,370732000.0,258.124,0.94,120.4402,123956000.0,1.1,32.25,103925.0,330.85,62333.0,4.4
2020-03-16,59.132194519043,322423600.0,258.124,0.73,120.9368,123855000.0,0.25,27.98,103925.0,323.71,62333.0,4.4
2020-03-17,61.7322387695313,324056000.0,258.124,1.02,122.4819,123855000.0,0.25,27.97,103925.0,378.92,62333.0,4.4
2020-03-18,60.2210388183594,300233600.0,258.124,1.18,124.1622,123855000.0,0.25,22.79,103925.0,455.45,62333.0,4.4
2020-03-19,59.7596282958984,271857200.0,258.124,1.12,125.0599,123855000.0,0.2,23.98,103925.0,514.67,62333.0,4.4
2020-03-20,55.965747833252,401693200.0,258.124,0.92,124.9371,123855000.0,0.15,25.55,103925.0,633.51,62333.0,4.4
2020-03-21,55.965747833252,401693200.0,258.124,0.92,124.9371,123855000.0,0.15,25.55,103925.0,633.51,62333.0,4.4
2020-03-22,55.965747833252,401693200.0,258.124,0.92,124.9371,123855000.0,0.15,25.55,103925.0,633.51,62333.0,4.4
2020-03-23,54.7768096923828,336752800.0,258.124,0.76,126.1264,122982000.0,0.15,23.75,103925.0,572.94,62333.0,4.4
2020-03-24,60.2723045349121,287531200.0,258.124,0.84,125.5011,122982000.0,0.12,24.5,103925.0,596.78,62333.0,4.4
2020-03-25,59.9402885437012,303602000.0,258.124,0.88,124.793,122982000.0,0.1,25.62,103925.0,449.86,62333.0,4.4
2020-03-26,63.0945243835449,252087200.0,258.124,0.83,122.4336,122982000.0,0.1,23.55,103925.0,670.3,62333.0,4.4
2020-03-27,60.4822578430176,204216800.0,258.124,0.72,122.4041,122982000.0,0.1,22.39,103925.0,557.18,62333.0,4.4
2020-03-28,60.4822578430176,204216800.0,258.124,0.72,122.4041,122982000.0,0.1,22.39,103925.0,557.18,62333.0,4.4
2020-03-29,60.4822578430176,204216800.0,258.124,0.72,122.4041,122982000.0,0.1,22.39,103925.0,557.18,62333.0,4.4
2020-03-30,62.2082977294922,167976400.0,258.124,0.7,123.2926,121300000.0,0.09,19.19,103925.0,361.46,62333.0,4.4
2020-03-31,62.081356048584,197002000.0,258.124,0.7,122.5335,121300000.0,0.08,14.85,103925.0,516.55,62333.0,4.4
2020-04-01,58.8148155212402,176218400.0,256.092,0.62,123.7963,121300000.0,0.06,14.97,100640.0,474.81,57386.0,14.7
2020-04-02,59.7962379455566,165934000.0,256.092,0.63,123.5938,121300000.0,0.05,20.24,100640.0,738.02,57386.0,14.7
2020-04-03,58.9368858337402,129880000.0,256.092,0.62,124.4177,121300000.0,0.05,24.33,100640.0,540.5,57386.0,14.7
2020-04-04,58.9368858337402,129880000.0,256.092,0.62,124.4177,121300000.0,0.05,24.33,100640.0,540.5,57386.0,14.7
2020-04-05,58.9368858337402,129880000.0,256.092,0.62,124.4177,121300000.0,0.05,24.33,100640.0,540.5,57386.0,14.7
2020-04-06,64.0783920288086,201820400.0,256.092,0.67,124.1631,119600000.0,0.05,22.58,100640.0,605.38,57386.0,14.7
2020-04-07,63.3362083435059,202887200.0,256.092,0.75,123.0986,119600000.0,0.05,22.1,100640.0,468.08,57386.0,14.7
2020-04-08,64.9572830200195,168895200.0,256.092,0.77,123.2246,119600000.0,0.05,25.22,100640.0,524.13,57386.0,14.7
2020-04-09,65.4260177612305,161834800.0,256.092,0.73,122.4782,119600000.0,0.05,20.23,100640.0,417.54,57386.0,14.7
2020-04-10,65.4260177612305,161834800.0,256.092,0.73,122.4782,119600000.0,0.05,20.23,100640.0,417.54,57386.0,14.7
2020-04-11,65.4260177612305,161834800.0,256.092,0.73,122.4782,119600000.0,0.05,20.23,100640.0,417.54,57386.0,14.7
2020-04-12,65.4260177612305,161834800.0,256.092,0.73,122.4782,119600000.0,0.05,20.23,100640.0,417.54,57386.0,14.7
2020-04-13,66.7101593017578,131022800.0,256.092,0.76,122.523,117931000.0,0.05,20.23,100640.0,638.81,57386.0,14.7
2020-04-14,70.0792465209961,194994800.0,256.092,0.76,122.1154,117931000.0,0.05,21.74,100640.0,441.32,57386.0,14.7
2020-04-15,69.4396209716797,131154400.0,256.092,0.63,123.0778,117931000.0,0.05,19.8,100640.0,455.68,57386.0,14.7
2020-04-16,69.9913558959961,157125200.0,256.092,0.61,123.4638,117931000.0,0.05,18.69,100640.0,505.52,57386.0,14.7
2020-04-17,69.0416793823242,215250000.0,256.092,0.65,122.8736,117931000.0,0.05,19.75,100640.0,573.7,57386.0,14.7
2020-04-18,69.0416793823242,215250000.0,256.092,0.65,122.8736,117931000.0,0.05,19.75,100640.0,573.7,57386.0,14.7
2020-04-19,69.0416793823242,215250000.0,256.092,0.65,122.8736,117931000.0,0.05,19.75,100640.0,573.7,57386.0,14.7
2020-04-20,67.6086120605469,130015200.0,256.092,0.63,123.1062,117010000.0,0.05,17.36,100640.0,618.66,57386.0,14.7
2020-04-21,65.5187911987305,180991600.0,256.092,0.58,123.9139,117010000.0,0.05,9.12,100640.0,599.13,57386.0,14.7
2020-04-22,67.4059600830078,116862400.0,256.092,0.63,123.9288,117010000.0,0.05,13.77,100640.0,511.42,57386.0,14.7
2020-04-23,67.1447296142578,124814400.0,256.092,0.61,123.7582,117010000.0,0.04,15.06,100640.0,505.54,57386.0,14.7
2020-04-24,69.0831985473633,126161200.0,256.092,0.6,124.1654,117010000.0,0.05,15.87,100640.0,562.5,57386.0,14.7
2020-04-25,69.0831985473633,126161200.0,256.092,0.6,124.1654,117010000.0,0.05,15.87,100640.0,562.5,57386.0,14.7
2020-04-26,69.0831985473633,126161200.0,256.092,0.6,124.1654,117010000.0,0.05,15.87,100640.0,562.5,57386.0,14.7
2020-04-27,69.1319961547852,117087600.0,256.092,0.67,123.8887,116516000.0,0.04,15.17,100640.0,642.66,57386.0,14.7
2020-04-28,68.0114212036133,112004800.0,256.092,0.62,123.3734,116516000.0,0.04,15.6,100640.0,479.89,57386.0,14.7
2020-04-29,70.2452621459961,137280800.0,256.092,0.63,122.7824,116516000.0,0.04,17.86,100640.0,439.11,57386.0,14.7
2020-04-30,71.7271575927734,183064000.0,256.092,0.64,122.3317,116516000.0,0.05,18.11,100640.0,440.07,57386.0,14.7
2020-05-01,70.5724182128906,240616800.0,255.868,0.64,123.1536,116516000.0,0.05,18.49,101605.0,516.72,57386.0,13.2
2020-05-02,70.5724182128906,240616800.0,255.868,0.64,123.1536,116516000.0,0.05,18.49,101605.0,516.72,57386.0,13.2
2020-05-03,70.5724182128906,240616800.0,255.868,0.64,123.1536,116516000.0,0.05,18.49,101605.0,516.72,57386.0,13.2
2020-05-04,71.570915222168,133568000.0,255.868,0.64,123.2156,116209000.0,0.05,20.4,101605.0,449.38,57386.0,13.2
2020-05-05,72.6451263427734,147751200.0,255.868,0.66,122.8062,116209000.0,0.05,25.46,101605.0,807.66,57386.0,13.2
2020-05-06,73.3946151733398,142333600.0,255.868,0.72,123.6123,116209000.0,0.05,24.2,101605.0,498.71,57386.0,13.2
2020-05-07,74.1538772583008,115215200.0,255.868,0.63,123.1286,116209000.0,0.05,24.23,101605.0,504.24,57386.0,13.2
2020-05-08,75.9188690185547,133838400.0,255.868,0.69,122.5416,116209000.0,0.05,24.23,101605.0,488.53,57386.0,13.2
2020-05-09,75.9188690185547,133838400.0,255.868,0.69,122.5416,116209000.0,0.05,24.23,101605.0,488.53,57386.0,13.2
2020-05-10,75.9188690185547,133838400.0,255.868,0.69,122.5416,116209000.0,0.05,24.23,101605.0,488.53,57386.0,13.2
2020-05-11,77.1135025024414,145946400.0,255.868,0.73,123.237,116227000.0,0.05,25.53,101605.0,527.36,57386.0,13.2
2020-05-12,76.2322082519531,162301200.0,255.868,0.69,123.0637,116227000.0,0.05,26.67,101605.0,442.15,57386.0,13.2
2020-05-13,75.3117599487305,200622400.0,255.868,0.64,123.5448,116227000.0,0.05,27.89,101605.0,553.21,57386.0,13.2
2020-05-14,75.7744369506836,158929200.0,255.868,0.63,123.6466,116227000.0,0.05,29.87,101605.0,508.02,57386.0,13.2
2020-05-15,75.3264465332031,166348400.0,255.868,0.64,123.6023,116227000.0,0.05,30.95,101605.0,374.22,57386.0,13.2
2020-05-16,75.3264465332031,166348400.0,255.868,0.64,123.6023,116227000.0,0.05,30.95,101605.0,374.22,57386.0,13.2
2020-05-17,75.3264465332031,166348400.0,255.868,0.64,123.6023,116227000.0,0.05,30.95,101605.0,374.22,57386.0,13.2
2020-05-18,77.1012344360352,135178400.0,255.868,0.73,122.8005,116294000.0,0.05,33.3,101605.0,511.62,57386.0,13.2
2020-05-19,76.6557159423828,101729600.0,255.868,0.7,122.5695,116294000.0,0.05,33.06,101605.0,363.66,57386.0,13.2
2020-05-20,78.1465148925781,111504800.0,255.868,0.68,122.1046,116294000.0,0.05,34.76,101605.0,420.68,57386.0,13.2
2020-05-21,77.5639038085938,102688800.0,255.868,0.68,122.0947,116294000.0,0.05,34.78,101605.0,361.11,57386.0,13.2
2020-05-22,78.0632858276367,81803200.0,255.868,0.66,122.3238,116294000.0,0.05,33.8,101605.0,418.96,57386.0,13.2
2020-05-23,78.0632858276367,81803200.0,255.868,0.66,122.3238,116294000.0,0.05,33.8,101605.0,418.96,57386.0,13.2
2020-05-24,78.0632858276367,81803200.0,255.868,0.66,122.3238,116294000.0,0.05,33.8,101605.0,418.96,57386.0,13.2
2020-05-25,78.0632858276367,81803200.0,255.868,0.66,122.3238,116294000.0,0.05,33.8,101605.0,418.96,57386.0,13.2
2020-05-26,77.5345306396484,125522000.0,255.868,0.69,121.3904,116266000.0,0.05,33.95,101605.0,389.21,57386.0,13.2
2020-05-27,77.8723373413086,112945200.0,255.868,0.68,121.5714,116266000.0,0.05,32.73,101605.0,355.1,57386.0,13.2
2020-05-28,77.906623840332,133560800.0,255.868,0.7,121.0178,116266000.0,0.05,33.98,101605.0,421.99,57386.0,13.2
2020-05-29,77.8307266235352,153532400.0,255.868,0.65,120.9497,116266000.0,0.05,34.15,101605.0,426.28,57386.0,13.2
2020-05-30,77.8307266235352,153532400.0,255.868,0.65,120.9497,116266000.0,0.05,34.15,101605.0,426.28,57386.0,13.2
2020-05-31,77.8307266235352,153532400.0,255.868,0.65,120.9497,116266000.0,0.05,34.15,101605.0,426.28,57386.0,13.2
2020-06-01,78.7878875732422,80791200.0,256.986,0.66,120.273,116328000.0,0.05,36.74,102681.0,226.8,57386.0,11.0
2020-06-02,79.1526336669922,87642800.0,256.986,0.68,119.6902,116328000.0,0.06,37.72,102681.0,257.49,57386.0,11.0
2020-06-03,79.5883636474609,104491200.0,256.986,0.77,119.2604,116328000.0,0.06,37.98,102681.0,287.17,57386.0,11.0
2020-06-04,78.902961730957,87560400.0,256.986,0.82,119.3066,116328000.0,0.06,38.41,102681.0,231.24,57386.0,11.0
2020-06-05,81.1501617431641,137250400.0,256.986,0.91,118.8182,116328000.0,0.07,41.0,102681.0,235.07,57386.0,11.0
2020-06-06,81.1501617431641,137250400.0,256.986,0.91,118.8182,116328000.0,0.07,41.0,102681.0,235.07,57386.0,11.0
2020-06-07,81.1501617431641,137250400.0,256.986,0.91,118.8182,116328000.0,0.07,41.0,102681.0,235.07,57386.0,11.0
2020-06-08,81.6299819946289,95654400.0,256.986,0.88,118.6666,116304000.0,0.07,39.66,102681.0,318.64,57386.0,11.0
2020-06-09,84.2077026367188,147712400.0,256.986,0.84,118.5939,116304000.0,0.07,40.45,102681.0,191.32,57386.0,11.0
2020-06-10,86.374137878418,166651600.0,256.986,0.75,118.5276,116304000.0,0.08,41.18,102681.0,237.88,57386.0,11.0
2020-06-11,82.227294921875,201662400.0,256.986,0.66,119.2387,116304000.0,0.08,37.76,102681.0,317.86,57386.0,11.0
2020-06-12,82.9371871948242,200146000.0,256.986,0.71,119.668,116304000.0,0.08,38.54,102681.0,293.12,57386.0,11.0
2020-06-13,82.9371871948242,200146000.0,256.986,0.71,119.668,116304000.0,0.08,38.54,102681.0,293.12,57386.0,11.0
2020-06-14,82.9371871948242,200146000.0,256.986,0.71,119.668,116304000.0,0.08,38.54,102681.0,293.12,57386.0,11.0
2020-06-15,83.9628982543945,138808800.0,256.986,0.71,119.9579,116296000.0,0.09,39.44,102681.0,300.34,57386.0,11.0
2020-06-16,86.1880874633789,165428800.0,256.986,0.75,119.5708,116296000.0,0.09,40.75,102681.0,319.69,57386.0,11.0
2020-06-17,86.0681457519531,114406400.0,256.986,0.74,119.9144,116296000.0,0.09,40.47,102681.0,348.4,57386.0,11.0
2020-06-18,86.1024169921875,96820400.0,256.986,0.71,120.2211,116296000.0,0.09,41.75,102681.0,322.96,57386.0,11.0
2020-06-19,85.6103820800781,264476000.0,256.986,0.7,120.2221,116296000.0,0.09,42.33,102681.0,450.64,57386.0,11.0
2020-06-20,85.6103820800781,264476000.0,256.986,0.7,120.2221,116296000.0,0.09,42.33,102681.0,450.64,57386.0,11.0
2020-06-21,85.6103820800781,264476000.0,256.986,0.7,120.2221,116296000.0,0.09,42.33,102681.0,450.64,57386.0,11.0
2020-06-22,87.8502655029297,135445200.0,256.986,0.71,119.7574,116304000.0,0.08,43.2,102681.0,259.55,57386.0,11.0
2020-06-23,89.7254028320313,212155600.0,256.986,0.72,119.3332,116304000.0,0.08,42.72,102681.0,309.15,57386.0,11.0
2020-06-24,88.1415786743164,192623200.0,256.986,0.69,119.9789,116304000.0,0.08,40.4,102681.0,224.4,57386.0,11.0
2020-06-25,89.3117294311523,137522400.0,256.986,0.68,120.3041,116304000.0,0.08,41.18,102681.0,225.72,57386.0,11.0
2020-06-26,86.5675277709961,205256800.0,256.986,0.64,120.5375,116304000.0,0.08,40.97,102681.0,260.33,57386.0,11.0
2020-06-27,86.5675277709961,205256800.0,256.986,0.64,120.5375,116304000.0,0.08,40.97,102681.0,260.33,57386.0,11.0
2020-06-28,86.5675277709961,205256800.0,256.986,0.64,120.5375,116304000.0,0.08,40.97,102681.0,260.33,57386.0,11.0
2020-06-29,88.5626373291016,130646000.0,256.986,0.64,120.6704,116296000.0,0.08,41.58,102681.0,301.58,57386.0,11.0
2020-06-30,89.3019104003906,140223200.0,256.986,0.66,120.4697,116296000.0,0.08,41.64,102681.0,292.37,57386.0,11.0
2020-07-01,89.1330032348633,110737200.0,258.278,0.69,120.0858,116296000.0,0.08,42.18,102411.0,329.62,61806.0,10.2
2020-07-02,89.1330032348633,114041600.0,258.278,0.68,119.8608,116296000.0,0.09,43.19,102411.0,249.7,61806.0,10.2
2020-07-03,89.1330032348633,114041600.0,258.278,0.68,119.8608,116296000.0,0.09,43.19,102411.0,249.7,61806.0,10.2
2020-07-04,89.1330032348633,114041600.0,258.278,0.68,119.8608,116296000.0,0.09,43.19,102411.0,249.7,61806.0,10.2
2020-07-05,89.1330032348633,114041600.0,258.278,0.68,119.8608,116296000.0,0.09,43.19,102411.0,249.7,61806.0,10.2
2020-07-06,91.517333984375,118655600.0,258.278,0.69,119.2902,116238000.0,0.09,42.73,102411.0,389.2,61806.0,10.2
2020-07-07,91.2333602905273,112424400.0,258.278,0.65,119.5768,116238000.0,0.09,43.28,102411.0,278.61,61806.0,10.2
2020-07-08,93.3582000732422,117092000.0,258.278,0.67,119.5578,116238000.0,0.09,43.67,102411.0,319.33,61806.0,10.2
2020-07-09,93.7596588134766,125642800.0,258.278,0.62,119.5175,116238000.0,0.09,42.35,102411.0,267.49,61806.0,10.2
2020-07-10,93.9236907958984,90257200.0,258.278,0.65,119.3555,116238000.0,0.09,43.27,102411.0,259.27,61806.0,10.2
2020-07-11,93.9236907958984,90257200.0,258.278,0.65,119.3555,116238000.0,0.09,43.27,102411.0,259.27,61806.0,10.2
2020-07-12,93.9236907958984,90257200.0,258.278,0.65,119.3555,116238000.0,0.09,43.27,102411.0,259.27,61806.0,10.2
2020-07-13,93.4904022216797,191649200.0,258.278,0.64,119.1938,116106000.0,0.09,42.85,102411.0,212.54,61806.0,10.2
2020-07-14,95.0375061035156,170989200.0,258.278,0.63,119.3949,116106000.0,0.09,42.97,102411.0,308.28,61806.0,10.2
2020-07-15,95.6911087036133,153198000.0,258.278,0.64,119.0378,116106000.0,0.1,43.96,102411.0,352.74,61806.0,10.2
2020-07-16,94.5136337280273,110577600.0,258.278,0.62,118.9322,116106000.0,0.1,43.71,102411.0,313.71,61806.0,10.2
2020-07-17,94.3227005004883,92186800.0,258.278,0.64,119.129,116106000.0,0.09,43.53,102411.0,555.06,61806.0,10.2
2020-07-18,94.3227005004883,92186800.0,258.278,0.64,119.129,116106000.0,0.09,43.53,102411.0,555.06,61806.0,10.2
2020-07-19,94.3227005004883,92186800.0,258.278,0.64,119.129,116106000.0,0.09,43.53,102411.0,555.06,61806.0,10.2
2020-07-20,96.3104400634766,90318000.0,258.278,0.62,119.0538,116046000.0,0.1,43.3,102411.0,430.14,61806.0,10.2
2020-07-21,94.981201171875,103433200.0,258.278,0.61,118.41,116046000.0,0.1,44.31,102411.0,423.52,61806.0,10.2
2020-07-22,95.2480239868164,89001600.0,258.278,0.6,118.14,116046000.0,0.09,43.98,102411.0,297.02,61806.0,10.2
2020-07-23,90.9126815795898,197004400.0,258.278,0.59,118.0678,116046000.0,0.09,42.96,102411.0,282.1,61806.0,10.2
2020-07-24,90.6874542236328,185438800.0,258.278,0.59,118.1394,116046000.0,0.09,43.29,102411.0,290.25,61806.0,10.2
2020-07-25,90.6874542236328,185438800.0,258.278,0.59,118.1394,116046000.0,0.09,43.29,102411.0,290.25,61806.0,10.2
2020-07-26,90.6874542236328,185438800.0,258.278,0.59,118.1394,116046000.0,0.09,43.29,102411.0,290.25,61806.0,10.2
2020-07-27,92.836784362793,121214000.0,258.278,0.62,117.3932,116050000.0,0.1,43.39,102411.0,521.96,61806.0,10.2
2020-07-28,91.3117141723633,103625600.0,258.278,0.59,117.3253,116050000.0,0.1,43.11,102411.0,315.73,61806.0,10.2
2020-07-29,93.0619888305664,90329200.0,258.278,0.58,117.219,116050000.0,0.1,43.51,102411.0,370.27,61806.0,10.2
2020-07-30,94.1880569458008,158130000.0,258.278,0.55,117.4075,116050000.0,0.1,42.98,102411.0,307.77,61806.0,10.2
2020-07-31,104.048500061035,374336800.0,258.278,0.55,117.215,116050000.0,0.1,43.13,102411.0,384.08,61806.0,10.2
2020-08-01,104.048500061035,374336800.0,258.278,0.55,117.215,116050000.0,0.1,43.13,102411.0,384.08,61806.0,10.2
2020-08-02,104.048500061035,374336800.0,258.278,0.55,117.215,116050000.0,0.1,43.13,102411.0,384.08,61806.0,10.2
2020-08-03,106.670265197754,308151200.0,259.411,0.56,117.8139,115979000.0,0.1,43.76,102543.0,271.04,61806.0,8.4
2020-08-04,107.382614135742,173071600.0,259.411,0.52,117.7902,115979000.0,0.1,43.99,102543.0,391.33,61806.0,8.4
2020-08-05,107.771842956543,121776800.0,259.411,0.55,116.8806,115979000.0,0.1,44.92,102543.0,253.99,61806.0,8.4
2020-08-06,111.531921386719,202428800.0,259.411,0.55,117.0493,115979000.0,0.1,45.04,102543.0,285.63,61806.0,8.4
2020-08-07,108.996139526367,198045600.0,259.411,0.57,117.6306,115979000.0,0.1,44.07,102543.0,276.7,61806.0,8.4
2020-08-08,108.996139526367,198045600.0,259.411,0.57,117.6306,115979000.0,0.1,44.07,102543.0,276.7,61806.0,8.4
2020-08-09,108.996139526367,198045600.0,259.411,0.57,117.6306,115979000.0,0.1,44.07,102543.0,276.7,61806.0,8.4
2020-08-10,110.580406188965,212403600.0,259.411,0.59,117.589,115991000.0,0.1,44.19,102543.0,388.62,61806.0,8.4
2020-08-11,107.29175567627,187902400.0,259.411,0.64,117.3851,115991000.0,0.1,43.68,102543.0,359.14,61806.0,8.4
2020-08-12,110.857498168945,165598000.0,259.411,0.69,117.2629,115991000.0,0.1,45.09,102543.0,202.2,61806.0,8.4
2020-08-13,112.81941986084,210082000.0,259.411,0.71,117.1264,115991000.0,0.1,44.87,102543.0,282.72,61806.0,8.4
2020-08-14,112.718879699707,165565200.0,259.411,0.71,116.9464,115991000.0,0.1,44.86,102543.0,345.8,61806.0,8.4
2020-08-15,112.718879699707,165565200.0,259.411,0.71,116.9464,115991000.0,0.1,44.86,102543.0,345.8,61806.0,8.4
2020-08-16,112.718879699707,165565200.0,259.411,0.71,116.9464,115991000.0,0.1,44.86,102543.0,345.8,61806.0,8.4
2020-08-17,112.424583435059,119561600.0,259.411,0.69,116.7561,115971000.0,0.1,44.91,102543.0,350.55,61806.0,8.4
2020-08-18,113.361396789551,105633600.0,259.411,0.67,116.567,115971000.0,0.09,45.34,102543.0,341.68,61806.0,8.4
2020-08-19,113.503631591797,145538000.0,259.411,0.68,116.5741,115971000.0,0.09,45.21,102543.0,216.18,61806.0,8.4
2020-08-20,116.022232055664,126907200.0,259.411,0.65,116.8195,115971000.0,0.09,44.56,102543.0,250.25,61806.0,8.4
2020-08-21,122.00114440918,338054800.0,259.411,0.64,117.0638,115971000.0,0.09,43.94,102543.0,286.03,61806.0,8.4
2020-08-22,122.00114440918,338054800.0,259.411,0.64,117.0638,115971000.0,0.09,43.94,102543.0,286.03,61806.0,8.4
2020-08-23,122.00114440918,338054800.0,259.411,0.64,117.0638,115971000.0,0.09,43.94,102543.0,286.03,61806.0,8.4
2020-08-24,123.460311889648,345937600.0,259.411,0.65,116.9193,116032000.0,0.09,44.43,102543.0,186.9,61806.0,8.4
2020-08-25,122.447479248047,211495600.0,259.411,0.69,116.828,116032000.0,0.09,46.01,102543.0,213.68,61806.0,8.4
2020-08-26,124.112648010254,163022400.0,259.411,0.69,116.6315,116032000.0,0.09,45.79,102543.0,154.27,61806.0,8.4
2020-08-27,122.628959655762,155552400.0,259.411,0.74,116.6571,116032000.0,0.08,44.84,102543.0,180.61,61806.0,8.4
2020-08-28,122.430305480957,187630000.0,259.411,0.74,115.9459,116032000.0,0.09,45.22,102543.0,296.28,61806.0,8.4
2020-08-29,122.430305480957,187630000.0,259.411,0.74,115.9459,116032000.0,0.09,45.22,102543.0,296.28,61806.0,8.4
2020-08-30,122.430305480957,187630000.0,259.411,0.74,115.9459,116032000.0,0.09,45.22,102543.0,296.28,61806.0,8.4
2020-08-31,126.582191467285,225702700.0,259.411,0.72,115.7673,116096000.0,0.09,45.22,102543.0,169.1,61806.0,8.4
2020-09-01,131.624298095703,151948100.0,260.029,0.68,115.5771,116096000.0,0.09,45.72,101991.0,204.69,61806.0,7.9
2020-09-02,128.897232055664,200119000.0,260.029,0.66,116.0382,116096000.0,0.09,42.7,101991.0,237.83,61806.0,7.9
2020-09-03,118.577621459961,257599600.0,260.029,0.63,116.0758,116096000.0,0.09,42.72,101991.0,243.52,61806.0,7.9
2020-09-04,118.656097412109,332607200.0,260.029,0.72,116.042,116096000.0,0.09,41.1,101991.0,224.01,61806.0,7.9
2020-09-05,118.656097412109,332607200.0,260.029,0.72,116.042,116096000.0,0.09,41.1,101991.0,224.01,61806.0,7.9
2020-09-06,118.656097412109,332607200.0,260.029,0.72,116.042,116096000.0,0.09,41.1,101991.0,224.01,61806.0,7.9
2020-09-07,118.656097412109,332607200.0,260.029,0.72,116.042,116096000.0,0.09,41.1,101991.0,224.01,61806.0,7.9
2020-09-08,110.671127319336,231366600.0,260.029,0.69,116.4681,116246000.0,0.09,38.53,101991.0,208.78,61806.0,7.9
2020-09-09,115.085426330566,176940500.0,260.029,0.71,116.1355,116246000.0,0.09,39.98,101991.0,209.54,61806.0,7.9
2020-09-10,111.328353881836,182274400.0,260.029,0.68,115.8867,116246000.0,0.09,39.27,101991.0,218.1,61806.0,7.9
2020-09-11,109.866752624512,180860300.0,260.029,0.67,116.0924,116246000.0,0.09,38.8,101991.0,237.03,61806.0,7.9
2020-09-12,109.866752624512,180860300.0,260.029,0.67,116.0924,116246000.0,0.09,38.8,101991.0,237.03,61806.0,7.9
2020-09-13,109.866752624512,180860300.0,260.029,0.67,116.0924,116246000.0,0.09,38.8,101991.0,237.03,61806.0,7.9
2020-09-14,113.162757873535,140150100.0,260.029,0.68,115.6483,116266000.0,0.09,38.57,101991.0,270.62,61806.0,7.9
2020-09-15,113.339317321777,184642000.0,260.029,0.68,115.5956,116266000.0,0.09,39.54,101991.0,245.27,61806.0,7.9
2020-09-16,109.994285583496,154679000.0,260.029,0.69,115.3583,116266000.0,0.09,41.23,101991.0,244.64,61806.0,7.9
2020-09-17,108.23836517334,178011000.0,260.029,0.69,115.4435,116266000.0,0.09,42.35,101991.0,248.91,61806.0,7.9
2020-09-18,104.805023193359,287104900.0,260.029,0.7,115.244,116266000.0,0.09,42.16,101991.0,244.41,61806.0,7.9
2020-09-19,104.805023193359,287104900.0,260.029,0.7,115.244,116266000.0,0.09,42.16,101991.0,244.41,61806.0,7.9
